experiment_id,scenario,model_name,outer_fold,training_seed,metric,stored,recomputed,difference,match
S0,late_stage,cnn_bilstm,4,62,ordinal_mae,0.3015873015873015,0.30158730158730157,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,4,62,brier_score,0.3497192536156355,0.3497192536156355,0.0,True
S0,late_stage,cnn_bilstm,4,62,pr_auc_macro,0.8856620684337896,0.8856620684337896,0.0,True
S0,late_stage,cnn_bilstm,4,62,ece_top_label_equal_width_10,0.1801810718718029,0.1801810718718029,0.0,True
S0,late_stage,cnn_bilstm,4,72,accuracy,0.7619047619047619,0.7619047619047619,0.0,True
S0,late_stage,cnn_bilstm,4,72,macro_f1,0.7601870822209805,0.7601870822209805,0.0,True
S0,late_stage,cnn_bilstm,4,72,weighted_f1,0.7634972864997077,0.7634972864997077,0.0,True
S0,late_stage,cnn_bilstm,4,72,balanced_accuracy,0.7810035842293908,0.7810035842293908,0.0,True
S0,late_stage,cnn_bilstm,4,72,quadratic_weighted_kappa,0.7735442127965493,0.7735442127965493,0.0,True
S0,late_stage,cnn_bilstm,4,72,ordinal_mae,0.238095238095238,0.23809523809523808,8.326672684688674e-17,True
S0,late_stage,cnn_bilstm,4,72,brier_score,0.3598089741824481,0.35980897418244817,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,4,72,pr_auc_macro,0.9066199248984632,0.9066199248984633,1.1102230246251565e-16,True
S0,late_stage,cnn_bilstm,4,72,ece_top_label_equal_width_10,0.2008034974809676,0.20080349748096762,2.7755575615628914e-17,True
S0,late_stage,cnn_bilstm,4,82,accuracy,0.7619047619047619,0.7619047619047619,0.0,True
S0,late_stage,cnn_bilstm,4,82,macro_f1,0.7563255152807392,0.7563255152807392,0.0,True
S0,late_stage,cnn_bilstm,4,82,weighted_f1,0.7605848309473043,0.7605848309473043,0.0,True
S0,late_stage,cnn_bilstm,4,82,balanced_accuracy,0.7462365591397849,0.7462365591397849,0.0,True
S0,late_stage,cnn_bilstm,4,82,quadratic_weighted_kappa,0.7424366312346689,0.7424366312346689,0.0,True
S0,late_stage,cnn_bilstm,4,82,ordinal_mae,0.238095238095238,0.23809523809523808,8.326672684688674e-17,True
S0,late_stage,cnn_bilstm,4,82,brier_score,0.3059558689780854,0.3059558689780854,0.0,True
S0,late_stage,cnn_bilstm,4,82,pr_auc_macro,0.912896803057306,0.9128968030573059,1.1102230246251565e-16,True
S0,late_stage,cnn_bilstm,4,82,ece_top_label_equal_width_10,0.1503210261700645,0.15032102617006454,5.551115123125783e-17,True
S1,late_stage,cnn_bilstm,0,42,accuracy,0.859375,0.859375,0.0,True
S1,late_stage,cnn_bilstm,0,42,macro_f1,0.8792102206736353,0.8792102206736353,0.0,True
S1,late_stage,cnn_bilstm,0,42,weighted_f1,0.8587761324041812,0.8587761324041812,0.0,True
S1,late_stage,cnn_bilstm,0,42,balanced_accuracy,0.8776241679467486,0.8776241679467486,0.0,True
S1,late_stage,cnn_bilstm,0,42,quadratic_weighted_kappa,0.8565737051792829,0.8565737051792829,0.0,True
S1,late_stage,cnn_bilstm,0,42,ordinal_mae,0.140625,0.140625,0.0,True
S1,late_stage,cnn_bilstm,0,42,brier_score,0.1974183647119596,0.19741836471195962,2.7755575615628914e-17,True
S1,late_stage,cnn_bilstm,0,42,pr_auc_macro,0.948058462714824,0.948058462714824,0.0,True
S1,late_stage,cnn_bilstm,0,42,ece_top_label_equal_width_10,0.0357978018000722,0.03579780180007222,2.0816681711721685e-17,True
S1,late_stage,cnn_bilstm,0,52,accuracy,0.8125,0.8125,0.0,True
