outer_fold,trial,state,value,parameters,parameter_count
1,15,PRUNED,0.826608903153875,"{""aggregate_hidden"": 128, ""batch_size"": 128, ""conv_channels"": 48, ""dropout"": 0.16089010488499844, ""fusion_hidden"": 96, ""kernels"": ""3_5"", ""learning_rate"": 0.00027251758152386835, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 1.0830210569389457e-06}",
1,16,PRUNED,0.8259290137183689,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.15456106697216218, ""fusion_hidden"": 64, ""kernels"": ""3"", ""learning_rate"": 0.0006912986047846091, ""loss"": ""weighted_bce"", ""lstm_hidden"": 64, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 3.103130988111988e-06}",
1,17,COMPLETE,0.8280345948037131,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.1001599330384663, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0018448653391057365, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 48, ""weight_decay"": 8.41126085962204e-05}",77524.0
1,18,COMPLETE,0.827168141145028,"{""aggregate_hidden"": 128, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.28815288459820665, ""focal_gamma"": 1.0865214442991935, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0004941149008994734, ""loss"": ""focal"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""balanced"", ""static_hidden"": 32, ""weight_decay"": 3.7317150009025238e-06}",87188.0
1,19,PRUNED,0.8271835744304366,"{""aggregate_hidden"": 64, ""batch_size"": 128, ""conv_channels"": 48, ""dropout"": 0.17297618885875488, ""fusion_hidden"": 96, ""kernels"": ""3_5"", ""learning_rate"": 0.0008799509799238147, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 4.685496315616872e-05}",
1,20,PRUNED,0.8267168773618769,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 16, ""dropout"": 0.2350449360227082, ""fusion_hidden"": 64, ""kernels"": ""3"", ""learning_rate"": 0.0014514428166882928, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 1.6454275669696222e-07}",
1,21,COMPLETE,0.8287612828210557,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.10190090400989674, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0006279978984622009, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 3.0976031189765834e-05}",75604.0
1,22,PRUNED,0.8273024930821007,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.13465903262035853, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0005713806724602838, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 9.289162554171945e-05}",
1,23,COMPLETE,0.8286526532172244,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.10060935769919506, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.00034678894425675596, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 2.5578500115313218e-05}",75604.0
1,24,PRUNED,0.8232070370888327,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.1867980816962946, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0002876869323277279, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 3.974690498851143e-06}",
1,25,PRUNED,0.8262607422479524,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.13947224453645135, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.00035471537403785193, ""loss"": ""weighted_bce"", ""lstm_hidden"": 40, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 3.270121791014046e-05}",
1,26,PRUNED,0.8114822099002883,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.14474817266351858, ""focal_gamma"": 2.9830175124453406, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.00015776476642131705, ""loss"": ""focal"", ""lstm_hidden"": 64, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""balanced"", ""static_hidden"": 16, ""weight_decay"": 0.00016909717291088512}",
1,27,COMPLETE,0.8269918081680793,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.1316909300584522, ""fusion_hidden"": 96, ""kernels"": ""3_5"", ""learning_rate"": 0.0002909864500210434, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 48, ""weight_decay"": 6.236194977931403e-06}",89300.0
1,28,PRUNED,0.8269431706662715,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 48, ""dropout"": 0.18407969782757636, ""fusion_hidden"": 32, ""kernels"": ""3"", ""learning_rate"": 0.00043405459154941916, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 96, ""positive_weight"": ""none"", ""static_hidden"": 32, ""weight_decay"": 1.2109166070237488e-06}",
1,29,COMPLETE,0.828427604113634,"{""aggregate_hidden"": 80, ""batch_size"": 512, ""conv_channels"": 24, ""dropout"": 0.24464849735681377, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0005142069156272446, ""loss"": ""weighted_bce"", ""lstm_hidden"": 40, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 2.7113878511186364e-05}",71972.0
1,30,PRUNED,0.8262147061736673,"{""aggregate_hidden"": 80, ""batch_size"": 256, ""conv_channels"": 16, ""dropout"": 0.26705187074291936, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0008776614581981856, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 8.475205553122855e-05}",
1,31,COMPLETE,0.8292941368929929,"{""aggregate_hidden"": 128, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.10065299446608476, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0007395009246151684, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 9.014029631204815e-06}",86548.0
1,32,COMPLETE,0.829140768363467,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.1019418991505331, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0007868092907297286, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 8.907677036863492e-06}",75604.0
1,33,COMPLETE,0.8289877244255457,"{""aggregate_hidden"": 128, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.12642714082543072, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0011288733179116127, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 8.294583785323067e-06}",86548.0
1,34,COMPLETE,0.8264040070159884,"{""aggregate_hidden"": 128, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.13172587338185784, ""fusion_hidden"": 48, ""kernels"": ""5"", ""learning_rate"": 0.0010994257825820283, ""loss"": ""weighted_bce"", ""lstm_hidden"": 32, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 16, ""weight_decay"": 8.405447569196155e-06}",61540.0
1,35,COMPLETE,0.8265367015390755,"{""aggregate_hidden"": 128, ""batch_size"": 512, ""conv_channels"": 24, ""dropout"": 0.36192455185625466, ""focal_gamma"": 1.82456051187974, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0007771107034788143, ""loss"": ""focal"", ""lstm_hidden"": 48, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""balanced"", ""static_hidden"": 24, ""weight_decay"": 1.9452488014734778e-06}",101908.0
1,36,PRUNED,0.8275835563395132,"{""aggregate_hidden"": 128, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.1986225881711191, ""fusion_hidden"": 32, ""kernels"": ""5"", ""learning_rate"": 0.0012086616426527635, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 32, ""positive_weight"": ""none"", ""static_hidden"": 32, ""weight_decay"": 4.796560552423023e-07}",
1,37,COMPLETE,0.8291646383347563,"{""aggregate_hidden"": 128, ""batch_size"": 512, ""conv_channels"": 16, ""dropout"": 0.16830242499403114, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0016033690376699807, ""loss"": ""weighted_bce"", ""lstm_hidden"": 40, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 7.705088562864815e-06}",121124.0
1,38,COMPLETE,0.8288676347926126,"{""aggregate_hidden"": 128, ""batch_size"": 512, ""conv_channels"": 16, ""dropout"": 0.21498834012554252, ""fusion_hidden"": 48, ""kernels"": ""5"", ""learning_rate"": 0.0017168935143231886, ""loss"": ""weighted_bce"", ""lstm_hidden"": 40, ""lstm_layers"": 1, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 16, ""weight_decay"": 6.2490324739305845e-06}",74821.0
1,39,PRUNED,0.8177174748236091,"{""aggregate_hidden"": 96, ""batch_size"": 512, ""conv_channels"": 16, ""dropout"": 0.17539306480607564, ""focal_gamma"": 2.425653050788968, ""fusion_hidden"": 32, ""kernels"": ""3_5"", ""learning_rate"": 0.001600995881040666, ""loss"": ""focal"", ""lstm_hidden"": 40, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 32, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 2.1772585689594575e-06}",
2,0,COMPLETE,0.8254305613404349,"{""aggregate_hidden"": 80, ""batch_size"": 256, ""conv_channels"": 24, ""dropout"": 0.25, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0005, ""loss"": ""weighted_bce"", ""lstm_hidden"": 40, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 1e-05}",71972.0
2,1,COMPLETE,0.8125019947625259,"{""aggregate_hidden"": 64, ""batch_size"": 256, ""conv_channels"": 48, ""dropout"": 0.3172810694212883, ""focal_gamma"": 2.460470422144813, ""fusion_hidden"": 96, ""kernels"": ""3"", ""learning_rate"": 0.0007358511275512914, ""loss"": ""focal"", ""lstm_hidden"": 32, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 32, ""positive_weight"": ""none"", ""static_hidden"": 16, ""weight_decay"": 4.345395746781375e-07}",91813.0
2,2,COMPLETE,0.8119781777536759,"{""aggregate_hidden"": 48, ""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.25369313755145495, ""focal_gamma"": 2.634028692104133, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.0007451505032457328, ""loss"": ""focal"", ""lstm_hidden"": 32, ""lstm_layers"": 1, ""pooling"": ""masked_attention"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 16, ""weight_decay"": 2.9634935867668817e-05}",70341.0
2,3,COMPLETE,0.8254326728115481,"{""aggregate_hidden"": 48, ""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.20353223877659998, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0002326922219825371, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 3.807978782521712e-06}",141588.0
2,4,COMPLETE,0.8251931543779201,"{""aggregate_hidden"": 128, ""batch_size"": 256, ""conv_channels"": 16, ""dropout"": 0.31980064973155137, ""focal_gamma"": 1.8791104343952636, ""fusion_hidden"": 96, ""kernels"": ""3"", ""learning_rate"": 0.0003528107017789807, ""loss"": ""focal"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 48, ""positive_weight"": ""balanced"", ""static_hidden"": 32, ""weight_decay"": 3.2551554796801714e-05}",146165.0
2,5,COMPLETE,0.8268813939017803,"{""aggregate_hidden"": 96, ""batch_size"": 128, ""conv_channels"": 16, ""dropout"": 0.46550412145935327, ""focal_gamma"": 1.9187000333451556, ""fusion_hidden"": 48, ""kernels"": ""5"", ""learning_rate"": 0.0003058419070981122, ""loss"": ""focal"", ""lstm_hidden"": 32, ""lstm_layers"": 1, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 48, ""weight_decay"": 2.771111794382705e-05}",61253.0
2,6,PRUNED,0.8179846689764343,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.2247293550080383, ""focal_gamma"": 1.8065918802398606, ""fusion_hidden"": 48, ""kernels"": ""5"", ""learning_rate"": 0.00019589734315129506, ""loss"": ""focal"", ""lstm_hidden"": 64, ""lstm_layers"": 1, ""pooling"": ""masked_attention"", ""pooling_projection"": 64, ""positive_weight"": ""balanced"", ""static_hidden"": 16, ""weight_decay"": 0.0024521675156740515}",
2,7,COMPLETE,0.8266541742052209,"{""aggregate_hidden"": 48, ""batch_size"": 512, ""conv_channels"": 32, ""dropout"": 0.4794922074138015, ""focal_gamma"": 1.036542376452086, ""fusion_hidden"": 32, ""kernels"": ""3"", ""learning_rate"": 0.00033056327711709655, ""loss"": ""focal"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 24, ""weight_decay"": 0.00013301133949220924}",127781.0
2,8,PRUNED,0.8212289818347307,"{""aggregate_hidden"": 64, ""batch_size"": 512, ""conv_channels"": 48, ""dropout"": 0.2190744213787523, ""focal_gamma"": 1.9600014776443297, ""fusion_hidden"": 32, ""kernels"": ""5"", ""learning_rate"": 0.00012009628707612932, ""loss"": ""focal"", ""lstm_hidden"": 24, ""lstm_layers"": 1, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 16, ""weight_decay"": 1.5508499189079306e-07}",
2,9,PRUNED,0.8230977567393459,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.4836547680326473, ""focal_gamma"": 2.2915039448781047, ""fusion_hidden"": 48, ""kernels"": ""5"", ""learning_rate"": 0.0019127982951003485, ""loss"": ""focal"", ""lstm_hidden"": 32, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 64, ""positive_weight"": ""balanced"", ""static_hidden"": 16, ""weight_decay"": 1.9290445252178168e-06}",
2,10,PRUNED,0.8249113655794676,"{""aggregate_hidden"": 96, ""batch_size"": 128, ""conv_channels"": 16, ""dropout"": 0.1375775126945761, ""fusion_hidden"": 64, ""kernels"": ""5"", ""learning_rate"": 0.0018895946281169908, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 48, ""weight_decay"": 0.002099421574572743}",
2,11,PRUNED,0.8245414276908766,"{""aggregate_hidden"": 96, ""batch_size"": 512, ""conv_channels"": 16, ""dropout"": 0.4634103338327568, ""focal_gamma"": 1.263092894447221, ""fusion_hidden"": 32, ""kernels"": ""3"", ""learning_rate"": 0.00029541769084882375, ""loss"": ""focal"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 48, ""weight_decay"": 0.00022392462776963667}",
2,12,PRUNED,0.8243266033594102,"{""aggregate_hidden"": 96, ""batch_size"": 512, ""conv_channels"": 32, ""dropout"": 0.4123523843719131, ""focal_gamma"": 1.1774943100785455, ""fusion_hidden"": 32, ""kernels"": ""3"", ""learning_rate"": 0.00014671161128556974, ""loss"": ""focal"", ""lstm_hidden"": 64, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 48, ""weight_decay"": 0.00019723345259331783}",
2,13,PRUNED,0.8245370275073245,"{""aggregate_hidden"": 80, ""batch_size"": 512, ""conv_channels"": 16, ""dropout"": 0.407609393692673, ""focal_gamma"": 2.9310380616074836, ""fusion_hidden"": 32, ""kernels"": ""5"", ""learning_rate"": 0.0004441813799587192, ""loss"": ""focal"", ""lstm_hidden"": 40, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 24, ""weight_decay"": 0.00028261255720216983}",
2,14,PRUNED,0.8241575161107249,"{""aggregate_hidden"": 128, ""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.40895570123383307, ""fusion_hidden"": 48, ""kernels"": ""3"", ""learning_rate"": 0.0007085739001803471, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 1, ""pooling"": ""masked_attention"", ""pooling_projection"": 32, ""positive_weight"": ""balanced"", ""static_hidden"": 32, ""weight_decay"": 6.16874486239472e-05}",
2,15,PRUNED,0.8217474687370651,"{""aggregate_hidden"": 96, ""batch_size"": 512, ""conv_channels"": 16, ""dropout"": 0.49851663944074764, ""focal_gamma"": 1.4709593062330755, ""fusion_hidden"": 32, ""kernels"": ""5"", ""learning_rate"": 0.00019226440026074522, ""loss"": ""focal"", ""lstm_hidden"": 32, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 48, ""weight_decay"": 0.00811300340905718}",
2,16,PRUNED,0.8250860547882762,"{""aggregate_hidden"": 96, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.43811743810737763, ""focal_gamma"": 1.0270446320788733, ""fusion_hidden"": 64, ""kernels"": ""3"", ""learning_rate"": 0.001231911999302736, ""loss"": ""focal"", ""lstm_hidden"": 48, ""lstm_layers"": 1, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 24, ""weight_decay"": 0.0008554896170713096}",
2,17,PRUNED,0.8249882186920725,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 48, ""dropout"": 0.35060395110746034, ""focal_gamma"": 1.5240522964084033, ""fusion_hidden"": 96, ""kernels"": ""5"", ""learning_rate"": 0.0002985465769531556, ""loss"": ""focal"", ""lstm_hidden"": 32, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 48, ""weight_decay"": 7.28201186978822e-06}",
2,18,PRUNED,0.8252852926689174,"{""aggregate_hidden"": 64, ""batch_size"": 512, ""conv_channels"": 16, ""dropout"": 0.35781932353931123, ""fusion_hidden"": 48, ""kernels"": ""3"", ""learning_rate"": 0.000445155204193951, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 32, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 7.845827985814305e-05}",
2,19,PRUNED,0.8223003492158838,"{""aggregate_hidden"": 80, ""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.44945699112787324, ""focal_gamma"": 2.1203037296372043, ""fusion_hidden"": 32, ""kernels"": ""3_5"", ""learning_rate"": 0.00010787287780571638, ""loss"": ""focal"", ""lstm_hidden"": 40, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 32, ""weight_decay"": 1.0420402812478648e-06}",
2,20,PRUNED,0.8245579196002268,"{""aggregate_hidden"": 128, ""batch_size"": 512, ""conv_channels"": 16, ""dropout"": 0.37631268820142555, ""focal_gamma"": 1.561036529105659, ""fusion_hidden"": 32, ""kernels"": ""3"", ""learning_rate"": 0.0005741837666193506, ""loss"": ""focal"", ""lstm_hidden"": 64, ""lstm_layers"": 1, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 24, ""weight_decay"": 1.666116895711949e-05}",
2,21,COMPLETE,0.8263590205592817,"{""aggregate_hidden"": 48, ""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.1400560435778153, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0002182710535037674, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 4.6507572880422615e-06}",141588.0
2,22,PRUNED,0.822795791088984,"{""aggregate_hidden"": 48, ""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.1186696153559592, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.00024379790169788544, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 8.005747571733535e-05}",
2,23,PRUNED,0.8227130477622917,"{""aggregate_hidden"": 48, ""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.1562143506589268, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.00016684891027602007, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 3.9837473600883366e-06}",
2,24,COMPLETE,0.8261679742861487,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.29183009566323015, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0003217283318609258, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 48, ""weight_decay"": 1.030880623405324e-06}",143124.0
2,25,PRUNED,0.8234381201870709,"{""aggregate_hidden"": 96, ""batch_size"": 512, ""conv_channels"": 32, ""dropout"": 0.18004728237702033, ""fusion_hidden"": 48, ""kernels"": ""5"", ""learning_rate"": 0.00037667648699559256, ""loss"": ""weighted_bce"", ""lstm_hidden"": 32, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 0.0005508067984483894}",
2,26,PRUNED,0.8208034460918541,"{""aggregate_hidden"": 48, ""batch_size"": 256, ""conv_channels"": 48, ""dropout"": 0.10667678294413607, ""fusion_hidden"": 64, ""kernels"": ""3_5"", ""learning_rate"": 0.00023022720669133723, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 32, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 1.943537985513163e-05}",
2,27,PRUNED,0.82111402172817,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.4639194282113278, ""focal_gamma"": 2.9170300089026746, ""fusion_hidden"": 96, ""kernels"": ""3_5"", ""learning_rate"": 0.00013682637637073793, ""loss"": ""focal"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 64, ""positive_weight"": ""balanced"", ""static_hidden"": 48, ""weight_decay"": 6.299207029524346e-06}",
2,28,PRUNED,0.8235827271047222,"{""aggregate_hidden"": 96, ""batch_size"": 512, ""conv_channels"": 32, ""dropout"": 0.4289841818359148, ""fusion_hidden"": 48, ""kernels"": ""3"", ""learning_rate"": 0.0002641853003133945, ""loss"": ""weighted_bce"", ""lstm_hidden"": 32, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 96, ""positive_weight"": ""none"", ""static_hidden"": 32, ""weight_decay"": 0.00011775338188334296}",
2,29,PRUNED,0.8251399615372874,"{""aggregate_hidden"": 80, ""batch_size"": 256, ""conv_channels"": 24, ""dropout"": 0.25913315826931443, ""fusion_hidden"": 48, ""kernels"": ""5"", ""learning_rate"": 0.0005244716775488842, ""loss"": ""weighted_bce"", ""lstm_hidden"": 40, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 1.1027398533237107e-05}",
