candidate_id,seed,outer_fold,class_label,precision,recall,f1,support
R0,42,1,0,0.875,1.0,0.9333333333333333,21
R0,42,1,1,0.9310344827586207,0.9,0.9152542372881356,30
R0,42,1,2,1.0,0.8333333333333334,0.9090909090909091,12
R0,42,2,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,21
R0,42,2,1,0.84375,0.8709677419354839,0.8571428571428571,31
R0,42,2,2,0.9,0.8181818181818182,0.8571428571428571,11
R0,42,3,0,0.84,1.0,0.9130434782608695,21
R0,42,3,1,0.9310344827586207,0.8709677419354839,0.9,31
R0,42,3,2,1.0,0.8181818181818182,0.9,11
R0,42,4,0,0.7916666666666666,0.95,0.8636363636363636,20
R0,42,4,1,0.9285714285714286,0.8387096774193549,0.8813559322033898,31
R0,42,4,2,1.0,0.9166666666666666,0.9565217391304348,12
R0,123,0,0,0.8181818181818182,0.8571428571428571,0.8372093023255814,21
R0,123,0,1,0.9,0.8709677419354839,0.8852459016393442,31
R0,123,0,2,1.0,1.0,1.0,12
R0,123,1,0,0.875,1.0,0.9333333333333333,21
R0,123,1,1,0.9310344827586207,0.9,0.9152542372881356,30
R0,123,1,2,1.0,0.8333333333333334,0.9090909090909091,12
R0,123,2,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,21
R0,123,2,1,0.84375,0.8709677419354839,0.8571428571428571,31
R0,123,2,2,0.9,0.8181818181818182,0.8571428571428571,11
R0,123,3,0,0.84,1.0,0.9130434782608695,21
R0,123,3,1,0.9310344827586207,0.8709677419354839,0.9,31
R0,123,3,2,1.0,0.8181818181818182,0.9,11
R0,123,4,0,0.7916666666666666,0.95,0.8636363636363636,20
R0,123,4,1,0.9285714285714286,0.8387096774193549,0.8813559322033898,31
R0,123,4,2,1.0,0.9166666666666666,0.9565217391304348,12
R0,155,0,0,0.8181818181818182,0.8571428571428571,0.8372093023255814,21
R0,155,0,1,0.9,0.8709677419354839,0.8852459016393442,31
R0,155,0,2,1.0,1.0,1.0,12
R0,155,1,0,0.875,1.0,0.9333333333333333,21
R0,155,1,1,0.9310344827586207,0.9,0.9152542372881356,30
R0,155,1,2,1.0,0.8333333333333334,0.9090909090909091,12
R0,155,2,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,21
R0,155,2,1,0.84375,0.8709677419354839,0.8571428571428571,31
R0,155,2,2,0.9,0.8181818181818182,0.8571428571428571,11
R0,155,3,0,0.84,1.0,0.9130434782608695,21
R0,155,3,1,0.9310344827586207,0.8709677419354839,0.9,31
R0,155,3,2,1.0,0.8181818181818182,0.9,11
R0,155,4,0,0.7916666666666666,0.95,0.8636363636363636,20
R0,155,4,1,0.9285714285714286,0.8387096774193549,0.8813559322033898,31
R0,155,4,2,1.0,0.9166666666666666,0.9565217391304348,12
