domain,model,fold,seed,stage,n_models,accuracy,risk_precision,risk_f1,ap,roc_auc,risk_recall,recall_at_20,threshold,n,prevalence
oulad,LR,1,42,100pct,1,0.9034718041340558,0.9531502423263328,0.8306934178106301,0.9167406249240625,0.932771578438357,0.7361197754210854,0.6200873362445415,0.59,4983,0.3216937587798515
oulad,DT,1,42,20pct,1,0.6373013189042949,0.552652841368166,0.656745079212674,0.7195591600492645,0.7499490463436637,0.8091482649842271,0.3698738170347003,0.37,5914,0.4288129861345959
oulad,DT,1,42,35pct,1,0.687311980180499,0.5856803529012555,0.6614293926039471,0.7614634888441867,0.786236200496855,0.7596830985915493,0.4295774647887324,0.43,5651,0.40205273402937536
oulad,DT,1,42,50pct,1,0.7474691698877232,0.6398357289527721,0.6942959001782532,0.8115676703915217,0.8381864323244667,0.7588894301022894,0.4953726254262055,0.42,5433,0.3778759433094055
oulad,DT,1,42,75pct,1,0.8572545952287838,0.8378196500672948,0.7732919254658385,0.8599905487628734,0.8887707049405213,0.7179930795847751,0.5749711649365629,0.58,5114,0.33906922174423154
oulad,DT,1,42,100pct,1,0.883403572145294,0.8724489795918368,0.8047058823529412,0.8907237177127314,0.914035167049947,0.7467248908296943,0.6188396756082346,0.65,4983,0.3216937587798515
oulad,RF,1,42,20pct,1,0.7117010483598242,0.652926021347074,0.6754235674852466,0.7614554400971241,0.7865574098873207,0.6995268138801262,0.3907728706624606,0.46,5914,0.4288129861345959
oulad,RF,1,42,35pct,1,0.7540258361351974,0.6820809248554913,0.7038772901576481,0.8034332792330615,0.826148143671142,0.727112676056338,0.4414612676056338,0.43,5651,0.40205273402937536
oulad,RF,1,42,50pct,1,0.8085772133259709,0.7790633608815427,0.7311271975180972,0.8485628984188044,0.8707149589142171,0.6887481734047735,0.4978080857282026,0.45,5433,0.3778759433094055
oulad,RF,1,42,75pct,1,0.8689870942510755,0.8609226594301221,0.7911471321695761,0.8932241587773441,0.9140184476157327,0.7318339100346021,0.580161476355248,0.46,5114,0.33906922174423154
oulad,RF,1,42,100pct,1,0.9028697571743929,0.9129151291512915,0.8363759296822177,0.9210850208379882,0.9382987519702334,0.7716781035558328,0.6219588271990019,0.46,4983,0.3216937587798515
